dir,remote,branch,commit
Safety-Sotrovimab-Paxlovid-Molnupiravir,git@github.com:opensafely/Safety-Sotrovimab-Paxlovid-Molnupiravir.git,main,86fca94662b39af7702fcf3304e2d5d3024702fa
Factors-associated-with-COVID-19-vaccination,git@github.com:opensafely/Factors-associated-with-COVID-19-vaccination.git,master,969dbbe4c58e7c7391acf7c97f61fcab307b362e
pregnancy-vaccine-safety,git@github.com:opensafely/pregnancy-vaccine-safety.git,main,c750c035d8f9b04c4bd5e9ea3c86bfab971ee268
tpp-dmd-checks,git@github.com:opensafely/tpp-dmd-checks.git,main,5e87bf0a5c886aeac7229101b06ba690025267f9
second-line-diabetes-covid-research,git@github.com:opensafely/second-line-diabetes-covid-research.git,master,47ae0f6196864a320e104fde108ee2939469e7ed
isaric-exploration,git@github.com:opensafely/isaric-exploration.git,main,63b23df6f85df8991cf38a01afd73d90e59c490c
covid-diabetes-outcomes,git@github.com:opensafely/covid-diabetes-outcomes.git,main,c5709a188614456e6994a786b503fd0de1756454
opioids-covid-research,git@github.com:opensafely/opioids-covid-research.git,main,0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99
dmd-codelist-report,git@github.com:opensafely/dmd-codelist-report.git,main,63873cee825d0cce8bee05a48f3b87b8fe292590
airmid-data-development,git@github.com:opensafely/airmid-data-development.git,main,5b29a5360353edb1b1a431bd2d1398c9b4ea47e9
ethnicity-2021-update,git@github.com:opensafely/ethnicity-2021-update.git,main,9306929245db636abb6b06d03d426b37cc2df566
doacs-covid19,git@github.com:opensafely/doacs-covid19.git,main,ae18c5a0df9b813c6abe5b8ad4021814733edcf9
covid-diabetes-care,git@github.com:opensafely/covid-diabetes-care.git,main,d78d87bbba2bd006148aaadd4c1a8e6ba6783103
covid-vaccine-effectiveness-seqtrial,git@github.com:opensafely/covid-vaccine-effectiveness-seqtrial.git,main,93a62e9ab68479ee9dc70a295f75525df161521e
households-research-archive,git@github.com:opensafely/households-research-archive.git,master,ae4a5cdc701a9286e2c8c0654db97d393492c3b8
post-covid-autoimmune-Explore_study_def,https://github.com/opensafely/post-covid-autoimmune,Explore_study_def,c77cf9c4940f8e6fea5d5019298b4d16d4c3b94f
rapid-reports,git@github.com:opensafely/rapid-reports.git,master,0d8c5881ca18df19d92507ebf7a8ed9009907d5f
non-specific-immunity-research,git@github.com:opensafely/non-specific-immunity-research.git,master,36668fbaa2c96ae690d3906dc4ba733d4168dfde
open-pathology-sdr,git@github.com:opensafely/open-pathology-sdr.git,main,11995f3abdccf7d7d94c479244ac470003144a86
appointments-short-data-report,git@github.com:opensafely/appointments-short-data-report.git,main,6691bdf156847ab3d2a4a6fd0e155042807b5f1a
benbc-test,git@github.com:opensafely/benbc-test.git,master,fcdd761c0b7863512550e61b79431585cef84a6d
post-covid-cvd,git@github.com:opensafely/post-covid-cvd.git,main,319569889629f5d5476754851e0762a0ff1500cd
covid-vaccine-safety-research,git@github.com:opensafely/covid-vaccine-safety-research.git,master,0f8f4c8be8c5a26f68c8be7d5af0358ad529a907
carehomes-short-data-report,git@github.com:opensafely/carehomes-short-data-report.git,master,2b989cd3ea10d290d4981969629f7d4102bf590e
the-impact-of-covid-19-on-prescribing-of-antimicrobials-interactive,git@github.com:opensafely/the-impact-of-covid-19-on-prescribing-of-antimicrobials-interactive.git,main,95b70f8f4b3d91746985ebb41fac94b5a0deab96
post-covid-mentalhealth,git@github.com:opensafely/post-covid-mentalhealth.git,main,ddb50bd8fc9e4e1a9855dc9f9a03991487c908aa
cis-pop-validation-ehrql,git@github.com:opensafely/cis-pop-validation-ehrql.git,main,cce4f0bfaffa5370b00f847fbcfe742c7a13aeeb
BMI-and-Metabolic-Markers,git@github.com:opensafely/BMI-and-Metabolic-Markers.git,main,7f87448b96470e7ab1c5019ef38245a5afb13590
amr-uom-brit-ab_sideeffect_2,https://github.com/opensafely/amr-uom-brit,ab_sideeffect_2,fc72349628b6b5c02e85f31988503b596ae85b48
late-covid-vaccine-uptake,git@github.com:opensafely/late-covid-vaccine-uptake.git,main,663886add84626a359bf1cf27d13657a338a8ce5
covid-risk-immunocompromised,git@github.com:opensafely/covid-risk-immunocompromised.git,main,eabdfb61787df46190b37740d76e98aef20a6591
amr-uom-brit-CC_outcome_2,https://github.com/opensafely/amr-uom-brit,CC_outcome_2,24deb32461e2d6c40064be205a59c36be06bf59b
vaccine-effectiveness-in-kids,git@github.com:opensafely/vaccine-effectiveness-in-kids.git,main,f851f58046d6b1e9051b115a79777cdbe90e17a9
paxlovid-test,git@github.com:opensafely/paxlovid-test.git,main,79a6ae7067a59084f45ad12f12ee685993e3eb8b
covid-ve-change-over-time,git@github.com:opensafely/covid-ve-change-over-time.git,define-covs-at-svp,33696ec8ee829f85d2faa69997501cb149ccf478
dq-investigation-sus-acps-numbers,git@github.com:opensafely/dq-investigation-sus-acps-numbers.git,main,b571042a82669cb3c989d7181908ccc1f49a1b44
amr-uom-brit-ab_sideeffect,https://github.com/opensafely/amr-uom-brit,ab_sideeffect,53a43529a865f052ac9ccca35cd7369b6f677e12
ethnicity-short-data-report,git@github.com:opensafely/ethnicity-short-data-report.git,main,4077ecde1563a756849d1afe1c6fc203cd21bc31
statins-covid,git@github.com:opensafely/statins-covid.git,main,6745d7584b719ed832ec9790952e06fbbf0fac69
emis-smoke-tests,git@github.com:opensafely/emis-smoke-tests.git,master,4f4f2b9df3abccc5fe0c214f1abdf102d172b4cf
Paxlovid-and-sotrovimab,git@github.com:opensafely/Paxlovid-and-sotrovimab.git,main,46ea10f5358a42207c889d638df2bf19f9dc913a
med-safety-PoC,git@github.com:opensafely/med-safety-PoC.git,main,346d32bab9cc337f9befadbac5271a1da549c7f1
pharmacy-first,git@github.com:opensafely/pharmacy-first.git,main,4ebf74aad247fea7facbaa80f9c38c1d2447fa00
post-covid-autoimmune,git@github.com:opensafely/post-covid-autoimmune.git,main,8d7f8d7c61895742b618b01ebc54fadedccc4744
school-age-children-and-covid2,git@github.com:opensafely/school-age-children-and-covid2.git,master,c48741a1b0538b4ed23473a1a108f52f01c748a6
diamorphine-blank-code-check,git@github.com:opensafely/diamorphine-blank-code-check.git,main,835ba22e599387aad20741b68b94c30209492728
HbA1c-levels,git@github.com:opensafely/HbA1c-levels.git,master,e067d55e9564bc85d5204cee297e829adeb8e460
SRO-smr,git@github.com:opensafely/SRO-smr.git,master,d06a0e8197f0894922abacf2c1e4dbc3918d56dc
amr-uom-brit-ab_covid_rf,https://github.com/opensafely/amr-uom-brit,ab_covid_rf,19879375de629cf37cf6671f3789062e1d20c433
gitpod-test,git@github.com:opensafely/gitpod-test.git,main,af98a1df85d0e0d5224e09bd290b6343a40bca5b
covid-vaccine-declined-variation,git@github.com:opensafely/covid-vaccine-declined-variation.git,master,1181a17d589ec3c8392c02169e57e9943ef3a578
covid-mortality-immuno,git@github.com:opensafely/covid-mortality-immuno.git,main,e0db0f7764e412a5d1c357a7cef427f3e2a298c9
OS_VidGroupClinic_v001-research,git@github.com:opensafely/OS_VidGroupClinic_v001-research.git,master,98b51720201455fa7f3e6299510e9febb28e37ab
waning-ve-2dose-1year,git@github.com:opensafely/waning-ve-2dose-1year.git,main,042d5d255fb1e8abefe7e6dfad730e2410562183
Uptake-of-NHS-home-interventions-during-COVID-19,git@github.com:opensafely/Uptake-of-NHS-home-interventions-during-COVID-19.git,main,e20b4537d409239ea904e1b96cd8e445a7f8cdeb
imd-breakdown,git@github.com:opensafely/imd-breakdown.git,master,1328cd4ce3807b727aaa9642a00239018babe3f1
post-covid-respiratory,git@github.com:opensafely/post-covid-respiratory.git,main,022c626a653db401b95bfb514c7145f489b22cf7
qof-utilities,git@github.com:opensafely/qof-utilities.git,main,eef207d16f38ebd862f7311f5b591150623b607e
pincer-measures,git@github.com:opensafely/pincer-measures.git,main,2e1589432d5ae2a9ac7d9b3bfecaae7db909776e
vax-fourth-dose-RD,git@github.com:opensafely/vax-fourth-dose-RD.git,main,43bcfac72d28aa1f8ea9eee6cd23715b66fa7f7e
vaccine-eligibility,git@github.com:opensafely/vaccine-eligibility.git,master,d5db71969c0601e8422b3b22e04f2b2c029eee86
custom-medication-dictionary-test,git@github.com:opensafely/custom-medication-dictionary-test.git,main,b2275ff487cbab7bb9a0641f86cbe675766b3255
SGTF-CFR-research,git@github.com:opensafely/SGTF-CFR-research.git,master,4163e86b22b9a7056476db57ab8f88d37a1f65a7
carehome-noncarehome-death-research,git@github.com:opensafely/carehome-noncarehome-death-research.git,master,6bbc158cabd0d8903b42b8a321d1feddd6acf17d
nhsx-demo,git@github.com:opensafely/nhsx-demo.git,main,0c78385e433ddc8a541427ba5cc9b6f8a8a851a3
feather-to-dta,git@github.com:opensafely/feather-to-dta.git,main,f424239d734959e54770e4893c38464a2f8e1ee8
database-notebooks,git@github.com:opensafely/database-notebooks.git,master,656d1b6bc77d749238f7bbf6ed8b2e66fab9b18d
long-covid-symptoms,git@github.com:opensafely/long-covid-symptoms.git,master,b1a38bc33acdc5609e8378571d239ccbc1fec511
